batter,match_id,date,venue,bowling_team,batsman_runs,ball,is_wicket,is_boundary,is_six,is_four,strike_rate,put_avg,put_avg_expanding,rolling_avg_5,rolling_sr_5,venue_avg,venue_overall_avg,pvp_avg,career_avg,career_sr,career_matches,target_next_runs,target_next_sr
Harbhajan Singh,69,2008-04-25,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,0,1,1,0,0,0,0.0,10.636363636363637,7.25,10.0,100.0,5.25,19.662264150943397,0.0,15.0,150.0,2,4.0,200.0
Harbhajan Singh,118,2009-04-18,Newlands,Chennai Super Kings,4,2,1,1,0,1,200.0,10.6875,28.0,8.5,125.0,4.0,15.17117117117117,13.0,10.0,100.0,3,20.0,222.22
Harbhajan Singh,128,2009-04-25,Kingsmead,Deccan Chargers,20,9,1,3,2,1,222.22,21.5,10.6875,10.8,144.44400000000002,11.0,16.502024291497975,3.1666666666666665,8.5,125.0,4,18.0,225.0
Harbhajan Singh,132,2009-04-27,St George's Park,Kolkata Knight Riders,18,8,1,3,2,1,225.0,9.25,3.6666666666666665,14.0,169.44400000000002,9.5,19.232323232323232,6.5,10.8,144.44400000000002,5,6.0,120.0
Harbhajan Singh,135,2009-04-29,Kingsmead,Punjab Kings,6,5,1,1,0,1,120.0,10.636363636363637,0.0,9.6,153.44400000000002,11.0,16.502024291497975,3.5,12.0,157.87,6,6.0,75.0
Harbhajan Singh,138,2009-05-01,Buffalo Park,Kolkata Knight Riders,6,8,1,0,0,0,75.0,9.25,18.0,10.8,168.44400000000002,8.0,16.130434782608695,9.666666666666666,11.142857142857142,152.46,7,0.0,0.0
Harbhajan Singh,147,2009-05-06,SuperSport Park,Deccan Chargers,0,1,1,0,0,0,0.0,21.5,20.0,10.0,128.44400000000002,6.0,19.884393063583815,4.333333333333333,10.5,142.7775,8,10.0,166.67
Harbhajan Singh,150,2009-05-08,Buffalo Park,Delhi Capitals,10,6,1,1,1,0,166.67,9.0,21.5,8.0,117.33399999999999,8.0,16.130434782608695,8.3,9.333333333333334,126.91333333333334,9,7.0,77.78
Harbhajan Singh,160,2009-05-14,Kingsmead,Rajasthan Royals,7,9,0,0,0,0,77.78,8.25,10.636363636363637,5.8,87.88999999999999,11.0,16.502024291497975,3.0,9.4,130.88899999999998,10,1.0,100.0
Harbhajan Singh,162,2009-05-16,St George's Park,Chennai Super Kings,1,1,1,0,0,0,100.0,10.6875,16.0,4.8,83.88999999999999,9.5,19.232323232323232,1.5,9.181818181818182,126.06090909090909,11,12.0,150.0
Harbhajan Singh,170,2009-05-21,SuperSport Park,Delhi Capitals,12,8,1,2,0,2,150.0,9.0,10.0,6.0,98.88999999999999,6.0,19.884393063583815,4.5,8.5,123.88916666666667,12,8.0,133.33
Harbhajan Singh,176,2010-03-13,Brabourne Stadium,Rajasthan Royals,8,6,2,1,0,1,133.33,8.25,7.0,7.6,125.556,5.0,22.061349693251532,6.5,8.76923076923077,125.89769230769231,13,4.0,66.67
Harbhajan Singh,188,2010-03-20,Brabourne Stadium,Royal Challengers Bangalore,4,6,1,0,0,0,66.67,7.444444444444445,2.0,6.4,105.556,5.0,22.061349693251532,2.6666666666666665,8.714285714285714,126.42857142857143,14,49.0,272.22
Harbhajan Singh,199,2010-03-28,Dr DY Patil Sports Academy,Deccan Chargers,49,18,0,10,2,8,272.22,21.5,10.0,14.8,144.44400000000002,19.666666666666668,16.62962962962963,2.4333333333333336,8.4,122.44466666666668,15,1.0,100.0
Harbhajan Singh,201,2010-03-30,Brabourne Stadium,Punjab Kings,1,1,0,0,0,0,100.0,10.636363636363637,3.0,14.8,144.44400000000002,5.0,22.061349693251532,11.0,10.9375,131.805625,16,33.0,137.5
Harbhajan Singh,211,2010-04-06,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,33,24,1,5,3,2,137.5,10.6875,11.0,19.0,141.94400000000002,23.75,20.09861111111111,2.333333333333333,10.352941176470589,129.93470588235294,17,9.0,128.57
Harbhajan Singh,215,2010-04-09,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,9,7,1,1,0,1,128.57,10.636363636363637,2.3333333333333335,19.2,140.99200000000002,5.25,19.662264150943397,2.6666666666666665,11.61111111111111,130.355,18,1.0,50.0
Harbhajan Singh,234,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,1,2,1,0,0,0,50.0,10.6875,16.5,18.6,137.65800000000002,19.666666666666668,16.62962962962963,3.0,11.473684210526315,130.26105263157896,19,10.0,142.86
Harbhajan Singh,267,2011-04-29,Sawai Mansingh Stadium,Rajasthan Royals,10,7,0,1,1,0,142.86,8.25,7.5,10.8,111.78600000000002,5.5,19.288100208768267,1.1666666666666667,10.95,126.248,20,9.0,300.0
Harbhajan Singh,277,2011-05-04,Dr DY Patil Sports Academy,Pune Warriors,9,3,0,1,1,0,300.0,7.25,9.25,12.4,151.786,19.666666666666668,16.62962962962963,4.25,10.904761904761905,127.03904761904762,21,12.0,171.43
Harbhajan Singh,287,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,12,7,1,2,1,1,171.43,10.636363636363637,4.0,8.2,158.572,5.25,19.662264150943397,6.125,10.818181818181818,134.9009090909091,22,17.0,130.77
Harbhajan Singh,292,2011-05-14,Wankhede Stadium,Deccan Chargers,17,13,1,2,1,1,130.77,21.5,23.0,9.8,159.012,12.137931034482758,19.321590909090908,1.75,10.869565217391305,136.4891304347826,23,1.0,100.0
Harbhajan Singh,299,2011-05-20,Wankhede Stadium,Rajasthan Royals,1,1,0,0,0,0,100.0,8.25,8.333333333333334,9.8,169.012,12.137931034482758,19.321590909090908,3.0,11.125,136.25083333333333,24,30.0,96.77
Harbhajan Singh,303,2011-05-22,Eden Gardens,Kolkata Knight Riders,30,31,1,5,0,5,96.77,9.25,12.0,13.8,159.794,12.6,19.11173184357542,2.861111111111111,10.72,134.8008,25,11.0,220.0
Harbhajan Singh,305,2011-05-25,Wankhede Stadium,Kolkata Knight Riders,11,5,0,2,1,1,220.0,9.25,18.0,14.2,143.794,12.137931034482758,19.321590909090908,4.0,11.461538461538462,133.33807692307693,26,13.0,185.71
Harbhajan Singh,306,2011-05-27,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,13,7,1,2,1,1,185.71,7.444444444444445,3.0,14.4,146.65,23.75,20.09861111111111,1.5,11.444444444444445,136.54777777777778,27,16.0,106.67
Harbhajan Singh,310,2012-04-06,Wankhede Stadium,Pune Warriors,16,15,1,2,0,2,106.67,7.25,9.0,14.2,141.82999999999998,12.137931034482758,19.321590909090908,5.388888888888889,11.5,138.30357142857142,28,18.0,300.0
Harbhajan Singh,319,2012-04-11,Wankhede Stadium,Rajasthan Royals,18,6,0,3,2,1,300.0,8.25,6.5,17.6,181.82999999999998,12.137931034482758,19.321590909090908,10.0,11.655172413793103,137.21275862068967,29,33.0,143.48
Harbhajan Singh,327,2012-04-16,Wankhede Stadium,Delhi Capitals,33,23,1,6,1,5,143.48,9.0,11.0,18.2,191.172,12.137931034482758,19.321590909090908,3.666666666666667,11.866666666666667,142.639,30,4.0,133.33
Harbhajan Singh,336,2012-04-22,Wankhede Stadium,Punjab Kings,4,3,1,1,0,1,133.33,10.636363636363637,5.6,16.8,173.83800000000002,12.137931034482758,19.321590909090908,3.5,12.548387096774194,142.66612903225806,31,0.0,0.0
Harbhajan Singh,340,2012-04-25,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,0,2,1,0,0,0,0.0,10.636363636363637,5.333333333333333,14.2,136.696,5.25,19.662264150943397,4.0,12.28125,142.37437500000001,32,15.0,115.38
Harbhajan Singh,342,2012-04-27,Feroz Shah Kotla,Delhi Capitals,15,13,1,2,0,2,115.38,9.0,18.333333333333332,14.0,138.43800000000002,6.0,19.530133928571427,3.6666666666666665,11.909090909090908,138.06,33,0.0,0.0
Harbhajan Singh,351,2012-05-03,Subrata Roy Sahara Stadium,Pune Warriors,0,1,1,0,0,0,0.0,7.25,12.5,10.4,78.438,2.0,17.1787072243346,6.0,12.0,137.39294117647057,34,0.0,0.0
Harbhajan Singh,355,2012-05-06,Wankhede Stadium,Chennai Super Kings,0,1,1,0,0,0,0.0,10.6875,13.4,3.8,49.742000000000004,12.137931034482758,19.321590909090908,21.0,11.657142857142857,133.46742857142857,35,20.0,166.67
Harbhajan Singh,360,2012-05-09,Wankhede Stadium,Royal Challengers Bangalore,20,12,0,3,0,3,166.67,7.444444444444445,6.333333333333333,7.0,56.40999999999999,12.137931034482758,19.321590909090908,3.3333333333333335,11.333333333333334,129.76,36,1.0,50.0
Harbhajan Singh,370,2012-05-16,Wankhede Stadium,Kolkata Knight Riders,1,2,1,0,0,0,50.0,9.25,16.25,7.2,66.41,12.137931034482758,19.321590909090908,0.5,11.567567567567568,130.75756756756755,37,1.0,25.0
Harbhajan Singh,379,2012-05-23,M Chinnaswamy Stadium,Chennai Super Kings,1,4,1,0,0,0,25.0,10.6875,11.166666666666666,4.4,48.333999999999996,0.6666666666666666,19.843718079673135,7.0,11.289473684210526,128.63236842105263,38,1.0,100.0
Harbhajan Singh,383,2013-04-04,M Chinnaswamy Stadium,Royal Challengers Bangalore,1,1,0,0,0,0,100.0,7.444444444444445,9.75,4.6,68.33399999999999,0.6666666666666666,19.843718079673135,3.0,11.025641025641026,125.9751282051282,39,21.0,91.3
Harbhajan Singh,386,2013-04-06,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,21,23,0,2,1,1,91.3,10.6875,9.714285714285714,8.8,86.594,23.75,20.09861111111111,2.0533333333333332,10.775,125.32575,40,1.0,100.0
Harbhajan Singh,390,2013-04-09,Wankhede Stadium,Delhi Capitals,1,1,0,0,0,0,100.0,9.0,17.5,5.0,73.25999999999999,12.137931034482758,19.321590909090908,2.0,11.024390243902438,124.49585365853659,41,1.0,100.0
Harbhajan Singh,403,2013-04-17,Sawai Mansingh Stadium,Rajasthan Royals,1,1,0,0,0,0,100.0,8.25,8.8,5.0,83.25999999999999,5.5,19.288100208768267,5.666666666666667,10.785714285714286,123.91261904761905,42,7.0,350.0
Harbhajan Singh,413,2013-04-24,Eden Gardens,Kolkata Knight Riders,7,2,0,1,1,0,350.0,9.25,13.2,6.2,148.26,12.6,19.11173184357542,0.0,10.55813953488372,123.35651162790697,43,16.0,200.0
Harbhajan Singh,417,2013-04-27,Wankhede Stadium,Royal Challengers Bangalore,16,8,1,3,0,3,200.0,7.444444444444445,8.0,9.2,168.26,12.137931034482758,19.321590909090908,10.5,10.477272727272727,128.5075,44,25.0,227.27
Harbhajan Singh,430,2013-05-05,Wankhede Stadium,Chennai Super Kings,25,11,0,4,2,2,227.27,10.6875,11.125,10.0,195.454,12.137931034482758,19.321590909090908,3.611111111111111,10.6,130.09622222222222,45,4.0,133.33
Harbhajan Singh,439,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,4,3,0,1,0,1,133.33,7.25,8.333333333333334,10.6,202.12,2.0,17.1787072243346,7.0,10.91304347826087,132.20869565217393,46,15.0,214.29
Harbhajan Singh,447,2013-05-15,Wankhede Stadium,Rajasthan Royals,15,7,1,2,1,1,214.29,8.25,7.5,13.4,224.978,12.137931034482758,19.321590909090908,7.0,10.76595744680851,132.23255319148936,47,5.0,62.5
Harbhajan Singh,450,2013-05-18,Himachal Pradesh Cricket Association Stadium,Punjab Kings,5,8,1,0,0,0,62.5,10.636363636363637,4.571428571428571,13.0,167.478,5.0,20.29850746268657,11.083333333333334,10.854166666666666,133.94208333333333,48,0.0,0.0
Harbhajan Singh,454,2013-05-21,Feroz Shah Kotla,Chennai Super Kings,0,4,1,0,0,0,0.0,10.6875,12.666666666666666,9.8,127.478,6.0,19.530133928571427,2.0,10.73469387755102,132.48408163265307,49,6.0,150.0
Harbhajan Singh,456,2013-05-24,Eden Gardens,Rajasthan Royals,6,4,0,1,0,1,150.0,8.25,8.571428571428571,6.0,112.024,12.6,19.11173184357542,6.166666666666667,10.52,129.83440000000002,50,14.0,155.56
Harbhajan Singh,457,2013-05-26,Eden Gardens,Chennai Super Kings,14,9,1,3,0,3,155.56,10.6875,11.4,8.0,116.47,12.6,19.11173184357542,1.2,10.431372549019608,130.22980392156865,51,0.0,0.0
Harbhajan Singh,458,2014-04-16,Sheikh Zayed Stadium,Kolkata Knight Riders,0,2,1,0,0,0,0.0,9.25,12.166666666666666,5.0,73.61200000000001,0.0,16.221238938053098,0.0,10.5,130.71692307692308,52,8.0,100.0
Harbhajan Singh,462,2014-04-19,Dubai International Cricket Stadium,Royal Challengers Bangalore,8,8,1,1,0,1,100.0,7.444444444444445,9.333333333333334,5.6,81.11200000000001,3.0,18.495238095238093,4.833333333333333,10.30188679245283,128.25056603773584,53,0.0,0.0
Harbhajan Singh,470,2014-04-25,Dubai International Cricket Stadium,Chennai Super Kings,0,2,1,0,0,0,0.0,10.6875,11.636363636363637,5.6,81.11200000000001,3.0,18.495238095238093,1.0,10.25925925925926,127.7274074074074,54,10.0,200.0
Harbhajan Singh,473,2014-04-27,Sharjah Cricket Stadium,Delhi Capitals,10,5,1,2,1,1,200.0,9.0,14.2,6.4,91.112,10.0,21.333333333333332,7.0,10.072727272727272,125.4050909090909,55,1.0,25.0
Harbhajan Singh,477,2014-04-30,Dubai International Cricket Stadium,Sunrisers Hyderabad,1,4,1,0,0,0,25.0,4.5,7.444444444444445,3.8,65.0,3.0,18.495238095238093,1.0,10.071428571428571,126.73714285714286,56,2.0,66.67
Harbhajan Singh,508,2014-05-23,Wankhede Stadium,Delhi Capitals,2,3,1,0,0,0,66.67,9.0,13.5,4.2,78.334,12.137931034482758,19.321590909090908,2.5833333333333335,9.912280701754385,124.95228070175438,57,7.0,350.0
Harbhajan Singh,515,2014-05-28,Brabourne Stadium,Chennai Super Kings,7,2,0,1,1,0,350.0,10.6875,10.666666666666666,4.0,128.334,5.0,22.061349693251532,0.5,9.775862068965518,123.94741379310345,58,64.0,237.04
Harbhajan Singh,524,2015-04-12,Wankhede Stadium,Punjab Kings,64,27,1,11,6,5,237.04,10.636363636363637,4.625,16.8,175.74200000000002,12.137931034482758,19.321590909090908,3.25,9.728813559322035,127.77881355932203,59,24.0,109.09
Harbhajan Singh,530,2015-04-17,Wankhede Stadium,Chennai Super Kings,24,22,1,3,1,2,109.09,10.6875,10.384615384615385,19.6,157.56,12.137931034482758,19.321590909090908,5.388888888888889,10.633333333333333,129.59983333333332,60,0.0,0.0
Harbhajan Singh,534,2015-04-19,M Chinnaswamy Stadium,Royal Challengers Bangalore,0,1,1,0,0,0,0.0,7.444444444444445,9.142857142857142,19.4,152.56,0.6666666666666666,19.843718079673135,3.0,10.852459016393443,129.26360655737705,61,9.0,81.82
Harbhajan Singh,539,2015-04-23,Feroz Shah Kotla,Delhi Capitals,9,11,1,1,1,0,81.82,9.0,11.857142857142858,20.8,155.59,6.0,19.530133928571427,4.333333333333333,10.67741935483871,127.17870967741935,62,0.0,0.0
Harbhajan Singh,541,2015-04-25,Wankhede Stadium,Sunrisers Hyderabad,0,4,1,0,0,0,0.0,4.5,1.0,19.4,85.59,12.137931034482758,19.321590909090908,0.5,10.65079365079365,126.45873015873015,63,5.0,125.0
Harbhajan Singh,556,2015-05-05,Wankhede Stadium,Delhi Capitals,5,4,1,1,0,1,125.0,9.0,11.5,7.6,63.181999999999995,12.137931034482758,19.321590909090908,4.0,10.484375,124.4828125,64,3.0,100.0
Harbhajan Singh,562,2015-05-10,Wankhede Stadium,Royal Challengers Bangalore,3,3,1,0,0,0,100.0,7.444444444444445,8.0,3.4,61.364,12.137931034482758,19.321590909090908,3.5,10.4,124.49076923076923,65,6.0,100.0
Harbhajan Singh,573,2015-05-19,Wankhede Stadium,Chennai Super Kings,6,6,0,1,0,1,100.0,10.6875,11.357142857142858,4.6,81.364,12.137931034482758,19.321590909090908,4.166666666666667,10.287878787878787,124.11969696969696,66,6.0,200.0
Harbhajan Singh,576,2015-05-24,Eden Gardens,Chennai Super Kings,6,3,0,1,1,0,200.0,10.6875,11.0,4.0,105.0,12.6,19.11173184357542,4.428571428571429,10.223880597014926,123.7597014925373,67,45.0,145.16
Harbhajan Singh,577,2016-04-09,Wankhede Stadium,Rising Pune Supergiants,45,31,0,8,1,7,145.16,26.0,8.25,13.0,134.03199999999998,12.137931034482758,19.321590909090908,5.611111111111111,10.161764705882353,124.88088235294117,68,8.0,61.54
Harbhajan Singh,585,2016-04-16,Wankhede Stadium,Gujarat Lions,8,13,1,1,0,1,61.54,3.6666666666666665,9.0,13.6,121.34,12.137931034482758,19.321590909090908,3.375,10.666666666666666,125.17478260869565,69,1.0,25.0
Harbhajan Singh,588,2016-04-18,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1,4,0,0,0,0,25.0,4.5,0.5,13.2,106.34,1.0,19.61134163208852,1.8333333333333333,10.628571428571428,124.2657142857143,70,0.0,0.0
Harbhajan Singh,593,2016-04-23,Feroz Shah Kotla,Delhi Capitals,0,1,1,0,0,0,0.0,9.0,10.777777777777779,12.0,86.34,6.0,19.530133928571427,1.0,10.492957746478874,122.86760563380282,71,21.0,80.77
Harbhajan Singh,613,2016-05-08,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,21,26,0,2,0,2,80.77,4.5,0.6666666666666666,15.0,62.49400000000001,17.5,17.72189349112426,2.3125,10.347222222222221,121.16111111111111,72,14.0,140.0
Harbhajan Singh,619,2016-05-13,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Punjab Kings,14,10,0,2,1,1,140.0,10.636363636363637,11.222222222222221,8.8,61.462,17.5,17.72189349112426,3.25,10.493150684931507,120.6078082191781,73,3.0,50.0
Harbhajan Singh,630,2016-05-21,Green Park,Gujarat Lions,3,6,1,0,0,0,50.0,3.6666666666666665,8.0,7.8,59.153999999999996,3.0,19.61904761904762,2.388888888888889,10.54054054054054,120.86986486486488,74,1.0,100.0
Harbhajan Singh,7,2017-04-09,Wankhede Stadium,Kolkata Knight Riders,1,1,0,0,0,0,100.0,9.25,10.428571428571429,7.8,74.154,12.137931034482758,19.321590909090908,4.5,10.44,119.92493333333334,75,3.0,100.0
Harbhajan Singh,10,2017-04-12,Wankhede Stadium,Sunrisers Hyderabad,3,3,0,0,0,0,100.0,4.5,5.75,8.4,94.154,12.137931034482758,19.321590909090908,1.0,10.31578947368421,119.66276315789474,76,2.0,100.0
Harbhajan Singh,24,2017-04-22,Wankhede Stadium,Delhi Capitals,2,2,0,0,0,0,100.0,9.0,9.7,4.6,98.0,12.137931034482758,19.321590909090908,2.0,10.220779220779221,119.40740259740261,77,7.0,350.0
Harbhajan Singh,28,2017-04-24,Wankhede Stadium,Rising Pune Supergiants,7,2,1,1,1,0,350.0,26.0,45.0,3.2,140.0,12.137931034482758,19.321590909090908,1.0,10.115384615384615,119.15858974358976,78,0.0,0.0
Harbhajan Singh,34,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,0,1,1,0,0,0,0.0,3.6666666666666665,5.5,2.6,130.0,0.0,22.84285714285714,0.0,10.075949367088608,122.08063291139241,79,1.0,25.0
Harbhajan Singh,47,2017-05-08,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1,4,0,0,0,0,25.0,4.5,5.2,2.6,115.0,1.0,19.61134163208852,3.0,9.95,120.55462500000002,80,2.0,50.0
Harmeet Singh,232,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,0,1,1,0,0,0,0.0,0.0,4.5,0.0,0.0,0.0,16.62962962962963,10.0,9.74390243902439,118.5289024390244,0,1.0,100.0
Harmeet Singh,311,2012-04-06,Sawai Mansingh Stadium,Rajasthan Royals,1,1,0,0,0,0,100.0,1.0,14.0,0.5,50.0,1.0,19.288100208768267,6.5,0.0,0.0,1,14.0,233.33
Harmeet Singh,325,2012-04-15,Eden Gardens,Kolkata Knight Riders,14,6,1,3,0,3,233.33,14.0,0.0,5.0,111.11000000000001,14.0,19.11173184357542,1.5,0.5,50.0,2,3.0,75.0
Harpreet Singh,268,2011-04-29,M Chinnaswamy Stadium,Royal Challengers Bangalore,1,1,0,0,0,0,100.0,1.0,13.0,1.0,100.0,1.0,19.843718079673135,4.0,4.5,102.08250000000001,0,13.0,68.42
Harpreet Singh,271,2011-05-01,Sawai Mansingh Stadium,Rajasthan Royals,13,19,1,0,0,0,68.42,13.0,6.0,7.0,84.21000000000001,13.0,19.288100208768267,2.5,1.0,100.0,1,6.0,100.0
I Sharma,71,2008-04-26,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,4,3,0,0,0,0,133.33,3.6666666666666665,7.0,4.0,133.33,2.5,20.09861111111111,0.75,7.0,175.0,0,1.0,100.0
I Sharma,78,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,1,1,0,0,0,0,100.0,1.25,0.0,2.5,116.665,1.0,19.288100208768267,2.0,4.0,133.33,1,4.0,80.0
I Sharma,99,2008-05-16,Wankhede Stadium,Mumbai Indians,4,5,1,1,0,1,80.0,3.6666666666666665,1.0,3.0,104.44333333333334,4.0,19.321590909090908,1.75,2.5,116.665,2,2.0,200.0
I Sharma,105,2008-05-20,Eden Gardens,Rajasthan Royals,2,1,0,0,0,0,200.0,1.25,1.0,2.75,128.3325,2.25,19.11173184357542,1.0,3.0,104.44333333333334,3,0.0,0.0
I Sharma,112,2008-05-25,Eden Gardens,Punjab Kings,0,1,0,0,0,0,0.0,0.0,3.6666666666666665,2.2,102.66600000000001,2.25,19.11173184357542,1.5,2.75,128.3325,4,9.0,100.0
I Sharma,121,2009-04-19,Newlands,Deccan Chargers,9,9,1,1,1,0,100.0,9.0,3.6666666666666665,3.2,96.0,5.0,15.17117117117117,3.6666666666666665,2.2,102.66600000000001,5,1.0,100.0
I Sharma,126,2009-04-23,Newlands,Rajasthan Royals,1,1,1,0,0,0,100.0,1.25,1.5,3.2,96.0,5.0,15.17117117117117,3.0,3.3333333333333335,102.22166666666668,6,6.0,200.0
I Sharma,132,2009-04-27,St George's Park,Mumbai Indians,6,3,0,1,0,1,200.0,3.6666666666666665,4.0,3.6,120.0,6.0,19.232323232323232,2.0,3.0,101.90428571428572,7,6.0,40.0
I Sharma,182,2010-03-16,Eden Gardens,Chennai Super Kings,6,15,1,0,0,0,40.0,3.6666666666666665,4.0,4.4,88.0,2.25,19.11173184357542,0.75,3.375,114.16625,8,0.0,0.0
I Sharma,217,2010-04-10,M Chinnaswamy Stadium,Royal Challengers Bangalore,0,2,1,0,0,0,0.0,0.0,1.0,4.4,88.0,0.0,19.843718079673135,2.0,3.6666666666666665,105.92555555555556,9,1.0,100.0
I Sharma,236,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,1,1,0,0,0,0,100.0,1.25,1.3333333333333333,2.8,88.0,1.3333333333333333,19.61134163208852,5.0,3.3,95.333,10,1.0,100.0
I Sharma,240,2011-04-11,Eden Gardens,Kolkata Knight Riders,1,1,0,0,0,0,100.0,1.0,9.0,2.8,88.0,2.25,19.11173184357542,0.0,3.090909090909091,95.75727272727272,11,1.0,50.0
I Sharma,260,2011-04-24,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,1,2,0,0,0,0,50.0,3.6666666666666665,5.0,1.8,58.0,1.3333333333333333,19.61134163208852,0.0,2.9166666666666665,96.11083333333333,12,1.0,100.0
I Sharma,272,2011-05-01,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,1,0,0,0,0,100.0,3.6666666666666665,5.0,0.8,70.0,2.5,20.09861111111111,1.0,2.769230769230769,92.56384615384614,13,2.0,33.33
I Sharma,19,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,2,6,1,0,0,0,33.33,3.5,0.0,1.2,76.666,1.3333333333333333,19.61134163208852,0.0,2.642857142857143,93.095,14,5.0,250.0
I Sharma,32,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,5,2,0,1,0,1,250.0,3.5,2.0,2.0,106.66599999999998,5.0,22.926174496644297,6.0,2.6,89.11066666666667,15,1.0,20.0
IK Pathan,61,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,3,5,0,0,0,0,60.0,20.6,0.0,3.0,60.0,13.11111111111111,19.662264150943397,1.8333333333333333,0.0,0.0,0,12.0,63.16
IK Pathan,65,2008-04-21,Sawai Mansingh Stadium,Rajasthan Royals,12,19,1,1,1,0,63.16,14.777777777777779,5.777777777777778,7.5,61.58,15.0,19.288100208768267,3.6916666666666664,3.0,60.0,1,6.0,200.0
IK Pathan,69,2008-04-25,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,6,3,1,1,0,0,200.0,7.583333333333333,19.25,7.0,107.71999999999998,13.11111111111111,19.662264150943397,4.0,7.5,61.58,2,10.0,142.86
IK Pathan,73,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,10,7,1,2,0,2,142.86,14.0,15.714285714285714,7.75,116.505,13.11111111111111,19.662264150943397,9.0,7.0,107.71999999999998,3,24.0,85.71
IK Pathan,81,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,24,28,0,2,0,2,85.71,19.25,9.0,11.0,110.346,13.11111111111111,19.662264150943397,3.288888888888889,7.75,116.505,4,17.0,94.44
IK Pathan,84,2008-05-05,M Chinnaswamy Stadium,Royal Challengers Bangalore,17,18,0,2,1,1,94.44,14.6,14.777777777777779,13.8,117.234,15.6,19.843718079673135,1.875,11.0,110.346,5,40.0,222.22
IK Pathan,91,2008-05-10,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,40,18,1,6,3,3,222.22,20.6,3.0,19.4,149.046,28.0,20.09861111111111,1.0,12.0,107.695,6,9.0,150.0
IK Pathan,106,2008-05-21,Wankhede Stadium,Mumbai Indians,9,6,0,1,1,0,150.0,7.583333333333333,6.0,20.0,139.046,11.25,19.321590909090908,5.25,16.0,124.05571428571429,7,7.0,175.0
IK Pathan,112,2008-05-25,Eden Gardens,Kolkata Knight Riders,7,4,1,1,0,1,175.0,19.25,24.0,19.4,145.474,15.0,19.11173184357542,8.5,15.125,127.29875,8,3.0,25.0
IK Pathan,116,2008-05-31,Wankhede Stadium,Chennai Super Kings,3,12,0,0,0,0,25.0,20.6,21.5,15.2,133.332,11.25,19.321590909090908,7.0,14.222222222222221,132.59888888888887,9,6.0,85.71
IK Pathan,120,2009-04-19,Newlands,Delhi Capitals,6,7,2,0,0,0,85.71,14.0,10.0,13.0,131.586,22.5,15.17117117117117,4.25,13.1,121.83899999999998,10,32.0,188.24
IK Pathan,123,2009-04-21,Kingsmead,Kolkata Knight Riders,32,17,1,6,1,5,188.24,19.25,15.5,11.4,124.79,16.8,16.502024291497975,4.25,12.454545454545455,118.55454545454545,11,39.0,114.71
IK Pathan,130,2009-04-26,Newlands,Rajasthan Royals,39,34,1,4,2,2,114.71,14.777777777777779,12.0,17.4,117.732,22.5,15.17117117117117,3.9,14.083333333333334,124.36166666666666,12,7.0,58.33
IK Pathan,135,2009-04-29,Kingsmead,Mumbai Indians,7,12,1,0,0,0,58.33,7.583333333333333,7.5,17.4,94.398,16.8,16.502024291497975,4.4,16.0,123.61923076923077,13,12.0,120.0
IK Pathan,139,2009-05-01,Kingsmead,Royal Challengers Bangalore,12,10,1,2,0,2,120.0,14.6,17.0,19.2,113.398,16.8,16.502024291497975,5.166666666666667,15.357142857142858,118.95571428571428,14,19.0,118.75
IK Pathan,142,2009-05-03,St George's Park,Kolkata Knight Riders,19,16,0,2,0,2,118.75,19.25,21.0,21.8,120.006,19.0,19.232323232323232,4.875,15.133333333333333,119.02533333333332,15,19.0,105.56
